trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
180,False,"{'a': 0.9, 'e': 0.8351949903256729}",25,-100,-566.5148633343383,"{0: 80, 1: 9, 2: 23, 3: 5, 4: 8}",0
181,False,"{'a': 0.9, 'e': 0.8343597953353473}",25,-44,-449.4626618712725,"{0: 42, 1: 6, 2: 11, 3: 1, 4: 9}",0
182,False,"{'a': 0.9, 'e': 0.8335254355400119}",20,-13,-109.39681617259964,"{0: 19, 1: 4, 2: 8, 3: 2, 4: 0}",0
183,False,"{'a': 0.9, 'e': 0.832691910104472}",30,5,-73.54238534711997,"{0: 17, 1: 1, 2: 4, 3: 3, 4: 0}",1
184,False,"{'a': 0.9, 'e': 0.8318592181943675}",20,-43,-196.32399228151553,"{0: 47, 1: 3, 2: 9, 3: 0, 4: 4}",0
185,False,"{'a': 0.9, 'e': 0.8310273589761731}",25,-65,-344.7564714716316,"{0: 60, 1: 5, 2: 17, 3: 4, 4: 4}",0
186,False,"{'a': 0.9, 'e': 0.8301963316171969}",20,-38,-286.2292195167767,"{0: 34, 1: 6, 2: 13, 3: 1, 4: 4}",0
187,False,"{'a': 0.9, 'e': 0.8293661352855797}",20,-86,-509.1291683490474,"{0: 70, 1: 8, 2: 17, 3: 2, 4: 9}",0
188,False,"{'a': 0.9, 'e': 0.8285367691502942}",25,-25,-270.25058511190537,"{0: 28, 1: 5, 2: 11, 3: 3, 4: 3}",0
189,False,"{'a': 0.9, 'e': 0.8277082323811439}",20,-100,-588.5709573333867,"{0: 82, 1: 6, 2: 18, 3: 3, 4: 11}",0
190,False,"{'a': 0.9, 'e': 0.8268805241487627}",35,-37,-370.9107123503652,"{0: 46, 1: 2, 2: 15, 3: 4, 4: 5}",0
191,False,"{'a': 0.9, 'e': 0.826053643624614}",30,6,-60.10992118541008,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 0}",1
192,False,"{'a': 0.9, 'e': 0.8252275899809893}",30,-22,-117.4000509472092,"{0: 39, 1: 3, 2: 7, 3: 1, 4: 2}",0
193,False,"{'a': 0.9, 'e': 0.8244023623910083}",25,-22,-132.67368339604337,"{0: 35, 1: 4, 2: 5, 3: 0, 4: 3}",0
194,False,"{'a': 0.9, 'e': 0.8235779600286173}",25,-32,-125.32927297293789,"{0: 42, 1: 4, 2: 9, 3: 0, 4: 2}",0
195,False,"{'a': 0.9, 'e': 0.8227543820685886}",25,-100,-354.4041497856953,"{0: 92, 1: 4, 2: 20, 3: 4, 4: 5}",0
196,False,"{'a': 0.9, 'e': 0.8219316276865201}",20,-15,-219.2289327188067,"{0: 19, 1: 5, 2: 7, 3: 0, 4: 4}",0
197,False,"{'a': 0.9, 'e': 0.8211096960588335}",30,11,-4.972827190591156,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
198,False,"{'a': 0.9, 'e': 0.8202885863627748}",25,1,7.089466086129141,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
199,False,"{'a': 0.9, 'e': 0.819468297776412}",30,-100,-569.3471247737482,"{0: 92, 1: 7, 2: 17, 3: 3, 4: 11}",0
200,False,"{'a': 0.9, 'e': 0.8186488294786356}",25,-16,-143.56765315356932,"{0: 29, 1: 2, 2: 6, 3: 2, 4: 2}",0
201,False,"{'a': 0.9, 'e': 0.8178301806491569}",20,8,-44.160908552999175,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
202,False,"{'a': 0.9, 'e': 0.8170123504685077}",20,9,-23.111549492990466,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
203,False,"{'a': 0.9, 'e': 0.8161953381180392}",30,-38,-249.17903248420345,"{0: 46, 1: 4, 2: 14, 3: 0, 4: 4}",0
204,False,"{'a': 0.9, 'e': 0.8153791427799212}",20,3,-18.007074989032823,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
205,False,"{'a': 0.9, 'e': 0.8145637636371413}",25,8,-60.67402466305023,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 0}",1
206,False,"{'a': 0.9, 'e': 0.8137491998735041}",35,21,-46.62052844629634,"{0: 8, 1: 0, 2: 6, 3: 0, 4: 0}",1
207,False,"{'a': 0.9, 'e': 0.8129354506736306}",25,-62,-207.06811542282568,"{0: 65, 1: 6, 2: 10, 3: 3, 4: 3}",0
208,False,"{'a': 0.9, 'e': 0.812122515222957}",20,-100,-397.31693852567935,"{0: 71, 1: 21, 2: 22, 3: 3, 4: 3}",0
209,False,"{'a': 0.9, 'e': 0.8113103927077341}",35,-100,-566.9872300951602,"{0: 80, 1: 15, 2: 28, 3: 7, 4: 5}",0
210,False,"{'a': 0.9, 'e': 0.8104990823150263}",25,7,-53.63969417759258,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
211,False,"{'a': 0.9, 'e': 0.8096885832327113}",25,-25,-264.03808628628695,"{0: 31, 1: 2, 2: 12, 3: 1, 4: 4}",0
212,False,"{'a': 0.9, 'e': 0.8088788946494786}",20,-12,-41.93783781090242,"{0: 27, 1: 1, 2: 2, 3: 1, 4: 1}",0
213,False,"{'a': 0.9, 'e': 0.8080700157548291}",30,-4,-84.74057754878591,"{0: 25, 1: 2, 2: 4, 3: 2, 4: 1}",0
214,False,"{'a': 0.9, 'e': 0.8072619457390743}",20,-33,-105.68336848882981,"{0: 39, 1: 2, 2: 10, 3: 1, 4: 1}",0
215,False,"{'a': 0.9, 'e': 0.8064546837933352}",20,-45,-151.07541947698533,"{0: 46, 1: 4, 2: 11, 3: 3, 4: 1}",0
216,False,"{'a': 0.9, 'e': 0.8056482291095418}",25,-3,-78.23175252774443,"{0: 18, 1: 0, 2: 9, 3: 1, 4: 0}",0
217,False,"{'a': 0.9, 'e': 0.8048425808804324}",25,-3,-123.03103110603833,"{0: 19, 1: 1, 2: 5, 3: 1, 4: 2}",0
218,False,"{'a': 0.9, 'e': 0.8040377382995519}",30,2,-107.2083715749533,"{0: 19, 1: 2, 2: 5, 3: 0, 4: 2}",1
219,False,"{'a': 0.9, 'e': 0.8032337005612523}",30,-2,-120.00831844098387,"{0: 20, 1: 3, 2: 6, 3: 2, 4: 1}",0
220,False,"{'a': 0.9, 'e': 0.8024304668606911}",25,-62,-194.7153230400104,"{0: 64, 1: 8, 2: 10, 3: 2, 4: 3}",0
221,False,"{'a': 0.9, 'e': 0.8016280363938304}",25,-53,-118.73610301989561,"{0: 58, 1: 4, 2: 14, 3: 1, 4: 1}",0
222,False,"{'a': 0.9, 'e': 0.8008264083574366}",20,4,-100.45036916997721,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 2}",1
223,False,"{'a': 0.9, 'e': 0.8000255819490791}",30,-22,-128.77076992106376,"{0: 38, 1: 5, 2: 6, 3: 1, 4: 2}",0
224,False,"{'a': 0.9, 'e': 0.79922555636713}",20,-29,-14.608709657704903,"{0: 40, 1: 2, 2: 6, 3: 1, 4: 0}",0
225,False,"{'a': 0.9, 'e': 0.7984263308107629}",25,-100,-490.14005563098357,"{0: 85, 1: 12, 2: 16, 3: 4, 4: 8}",0
226,False,"{'a': 0.9, 'e': 0.7976279044799521}",30,-55,-282.5585778921097,"{0: 59, 1: 7, 2: 12, 3: 3, 4: 4}",0
227,False,"{'a': 0.9, 'e': 0.7968302765754722}",30,-43,-145.83756292861585,"{0: 56, 1: 2, 2: 12, 3: 1, 4: 2}",0
228,False,"{'a': 0.9, 'e': 0.7960334462988967}",25,-20,-152.50211624473732,"{0: 31, 1: 3, 2: 7, 3: 2, 4: 2}",0
229,False,"{'a': 0.9, 'e': 0.7952374128525979}",25,-68,-275.50775977751346,"{0: 65, 1: 6, 2: 16, 3: 3, 4: 3}",0
230,False,"{'a': 0.9, 'e': 0.7944421754397453}",20,5,-70.64088596162985,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 1}",1
231,False,"{'a': 0.9, 'e': 0.7936477332643055}",35,10,-39.50959049902054,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",1
232,False,"{'a': 0.9, 'e': 0.7928540855310412}",25,-11,-63.141033422070784,"{0: 27, 1: 5, 2: 1, 3: 2, 4: 1}",0
233,False,"{'a': 0.9, 'e': 0.7920612314455101}",20,-6,-64.80687831189319,"{0: 17, 1: 2, 2: 5, 3: 2, 4: 0}",0
234,False,"{'a': 0.9, 'e': 0.7912691702140646}",20,-35,-210.57494284109524,"{0: 33, 1: 6, 2: 13, 3: 1, 4: 2}",0
235,False,"{'a': 0.9, 'e': 0.7904779010438505}",20,-10,-89.46907100161039,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
236,False,"{'a': 0.9, 'e': 0.7896874231428067}",25,-22,-197.3672069001075,"{0: 35, 1: 0, 2: 7, 3: 1, 4: 4}",0
237,False,"{'a': 0.9, 'e': 0.7888977357196639}",20,-36,-201.78359921322493,"{0: 38, 1: 1, 2: 12, 3: 3, 4: 2}",0
238,False,"{'a': 0.9, 'e': 0.7881088379839443}",20,-32,-218.52928140415858,"{0: 35, 1: 4, 2: 8, 3: 2, 4: 3}",0
239,False,"{'a': 0.9, 'e': 0.7873207291459603}",20,-3,-21.845617125267363,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",0
240,False,"{'a': 0.9, 'e': 0.7865334084168143}",25,-45,-191.6976277509564,"{0: 47, 1: 3, 2: 16, 3: 3, 4: 1}",0
241,False,"{'a': 0.9, 'e': 0.7857468750083975}",25,-8,-51.92040650290026,"{0: 23, 1: 3, 2: 7, 3: 0, 4: 0}",0
242,False,"{'a': 0.9, 'e': 0.7849611281333891}",25,14,-14.15177937961927,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
243,False,"{'a': 0.9, 'e': 0.7841761670052557}",20,-13,-77.81101226840562,"{0: 24, 1: 1, 2: 5, 3: 3, 4: 0}",0
244,False,"{'a': 0.9, 'e': 0.7833919908382505}",20,-19,-214.24577967812377,"{0: 28, 1: 1, 2: 5, 3: 0, 4: 5}",0
245,False,"{'a': 0.9, 'e': 0.7826085988474122}",25,-41,-173.72195747087883,"{0: 51, 1: 4, 2: 7, 3: 0, 4: 4}",0
246,False,"{'a': 0.9, 'e': 0.7818259902485648}",20,-9,-51.03263546474859,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 1}",0
247,False,"{'a': 0.9, 'e': 0.7810441642583162}",20,10,-57.43607763742994,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
248,False,"{'a': 0.9, 'e': 0.780263120094058}",25,-29,-188.88561555697882,"{0: 40, 1: 3, 2: 6, 3: 1, 4: 4}",0
249,False,"{'a': 0.9, 'e': 0.7794828569739639}",20,0,-10.828951782657143,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
250,False,"{'a': 0.9, 'e': 0.7787033741169899}",30,-89,-540.7388419482608,"{0: 71, 1: 14, 2: 24, 3: 3, 4: 7}",0
251,False,"{'a': 0.9, 'e': 0.7779246707428729}",20,-27,-238.89503524010306,"{0: 29, 1: 3, 2: 11, 3: 0, 4: 4}",0
252,False,"{'a': 0.9, 'e': 0.7771467460721301}",20,-76,-289.2980324199722,"{0: 67, 1: 6, 2: 17, 3: 2, 4: 4}",0
253,False,"{'a': 0.9, 'e': 0.7763695993260579}",25,-100,-534.0134670465559,"{0: 82, 1: 9, 2: 21, 3: 6, 4: 7}",0
254,False,"{'a': 0.9, 'e': 0.7755932297267318}",20,8,0.9788296517837154,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.9, 'e': 0.7748176364970051}",20,-30,-215.9889221486329,"{0: 31, 1: 4, 2: 11, 3: 1, 4: 3}",0
256,False,"{'a': 0.9, 'e': 0.7740428188605081}",25,-12,-140.0752081719428,"{0: 26, 1: 0, 2: 8, 3: 1, 4: 2}",0
257,False,"{'a': 0.9, 'e': 0.7732687760416476}",20,-27,-69.55218212328903,"{0: 39, 1: 3, 2: 2, 3: 1, 4: 2}",0
258,False,"{'a': 0.9, 'e': 0.7724955072656059}",25,-20,-269.60087502219966,"{0: 26, 1: 2, 2: 11, 3: 2, 4: 4}",0
259,False,"{'a': 0.9, 'e': 0.7717230117583403}",20,-69,-287.18320517564507,"{0: 61, 1: 6, 2: 15, 3: 4, 4: 3}",0
260,False,"{'a': 0.9, 'e': 0.770951288746582}",20,-8,-52.04198510041615,"{0: 21, 1: 1, 2: 4, 3: 2, 4: 0}",0
261,False,"{'a': 0.9, 'e': 0.7701803374578354}",20,-19,-50.671861406619335,"{0: 30, 1: 2, 2: 5, 3: 2, 4: 0}",0
262,False,"{'a': 0.9, 'e': 0.7694101571203776}",20,-47,-186.44661402161972,"{0: 55, 1: 2, 2: 4, 3: 1, 4: 5}",0
263,False,"{'a': 0.9, 'e': 0.7686407469632572}",20,-65,-176.8583986683289,"{0: 63, 1: 8, 2: 11, 3: 0, 4: 3}",0
264,False,"{'a': 0.9, 'e': 0.767872106216294}",25,6,3.775747360475492,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.9, 'e': 0.7671042341100777}",35,-58,-396.3033954930556,"{0: 58, 1: 6, 2: 21, 3: 4, 4: 4}",0
266,False,"{'a': 0.9, 'e': 0.7663371298759676}",20,-17,-137.55780439265388,"{0: 23, 1: 3, 2: 8, 3: 2, 4: 1}",0
267,False,"{'a': 0.9, 'e': 0.7655707927460916}",25,-43,-345.33707121265195,"{0: 43, 1: 3, 2: 14, 3: 3, 4: 5}",0
268,False,"{'a': 0.9, 'e': 0.7648052219533455}",30,10,-57.45383043237587,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",1
269,False,"{'a': 0.9, 'e': 0.7640404167313921}",20,3,-137.84789771775314,"{0: 9, 1: 1, 2: 3, 3: 2, 4: 2}",1
270,False,"{'a': 0.9, 'e': 0.7632763763146607}",30,-72,-297.888448179549,"{0: 75, 1: 10, 2: 9, 3: 2, 4: 6}",0
271,False,"{'a': 0.9, 'e': 0.7625130999383462}",20,-64,-232.73937194370765,"{0: 63, 1: 5, 2: 9, 3: 3, 4: 4}",0
272,False,"{'a': 0.9, 'e': 0.7617505868384078}",25,15,-3.5794622091908783,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.9, 'e': 0.7609888362515693}",20,-53,-299.26846657208625,"{0: 51, 1: 5, 2: 9, 3: 3, 4: 5}",0
274,False,"{'a': 0.9, 'e': 0.7602278474153178}",20,-6,-17.027523997081357,"{0: 21, 1: 1, 2: 3, 3: 1, 4: 0}",0
275,False,"{'a': 0.9, 'e': 0.7594676195679024}",20,13,-52.04838342774493,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 1}",1
276,False,"{'a': 0.9, 'e': 0.7587081519483345}",20,-38,-239.08753909556376,"{0: 38, 1: 4, 2: 10, 3: 3, 4: 3}",0
277,False,"{'a': 0.9, 'e': 0.7579494437963862}",30,-41,-289.49967415339444,"{0: 48, 1: 5, 2: 12, 3: 1, 4: 5}",0
278,False,"{'a': 0.9, 'e': 0.7571914943525898}",35,11,-30.88611923122971,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 0}",1
279,False,"{'a': 0.9, 'e': 0.7564343028582372}",25,-79,-239.08561365382164,"{0: 79, 1: 6, 2: 13, 3: 2, 4: 4}",0
280,False,"{'a': 0.9, 'e': 0.755677868555379}",25,8,-65.93954282106083,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 2}",1
281,False,"{'a': 0.9, 'e': 0.7549221906868236}",20,-53,-183.987737071358,"{0: 51, 1: 8, 2: 10, 3: 2, 4: 2}",0
282,False,"{'a': 0.9, 'e': 0.7541672684961368}",30,4,-55.90305539405346,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 0}",1
283,False,"{'a': 0.9, 'e': 0.7534131012276407}",20,-8,-73.91689273533197,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 1}",0
284,False,"{'a': 0.9, 'e': 0.752659688126413}",30,8,-79.48002572539406,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 1}",1
285,False,"{'a': 0.9, 'e': 0.7519070284382866}",20,-64,-286.8838538513649,"{0: 54, 1: 12, 2: 12, 3: 3, 4: 3}",0
286,False,"{'a': 0.9, 'e': 0.7511551214098483}",20,0,-100.57634369889125,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",1
287,False,"{'a': 0.9, 'e': 0.7504039662884385}",20,-28,-180.22429800890214,"{0: 29, 1: 5, 2: 12, 3: 0, 4: 2}",0
288,False,"{'a': 0.9, 'e': 0.7496535623221501}",30,17,21.519201304398965,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.9, 'e': 0.7489039087598279}",25,-29,-216.22189041841574,"{0: 39, 1: 3, 2: 7, 3: 1, 4: 4}",0
290,False,"{'a': 0.9, 'e': 0.7481550048510681}",20,-2,-72.92939607892288,"{0: 15, 1: 0, 2: 6, 3: 0, 4: 1}",0
291,False,"{'a': 0.9, 'e': 0.747406849846217}",20,-80,-319.82719208565226,"{0: 70, 1: 8, 2: 14, 3: 4, 4: 4}",0
292,False,"{'a': 0.9, 'e': 0.7466594429963708}",20,0,-34.43289777059802,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",1
293,False,"{'a': 0.9, 'e': 0.7459127835533744}",20,1,-15.690759012979495,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
294,False,"{'a': 0.9, 'e': 0.745166870769821}",20,8,-52.00050566209503,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
295,False,"{'a': 0.9, 'e': 0.7444217038990512}",20,-23,-221.29309114436705,"{0: 30, 1: 2, 2: 4, 3: 3, 4: 4}",0
296,False,"{'a': 0.9, 'e': 0.7436772821951522}",20,-100,-509.33712568193727,"{0: 86, 1: 5, 2: 16, 3: 4, 4: 9}",0
297,False,"{'a': 0.9, 'e': 0.742933604912957}",25,3,-56.85383888761582,"{0: 13, 1: 1, 2: 8, 3: 0, 4: 0}",1
298,False,"{'a': 0.9, 'e': 0.7421906713080441}",20,-5,-58.99640601079024,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
299,False,"{'a': 0.9, 'e': 0.741448480636736}",20,-6,-108.31165550480284,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 1}",0
300,False,"{'a': 0.9, 'e': 0.7407070321560992}",20,-16,-171.32762569104474,"{0: 21, 1: 1, 2: 10, 3: 3, 4: 1}",0
301,False,"{'a': 0.9, 'e': 0.7399663251239431}",20,-48,-302.86075491139036,"{0: 48, 1: 2, 2: 9, 3: 4, 4: 5}",0
302,False,"{'a': 0.9, 'e': 0.7392263587988193}",30,-20,-108.13248520881395,"{0: 37, 1: 1, 2: 10, 3: 1, 4: 1}",0
303,False,"{'a': 0.9, 'e': 0.7384871324400204}",25,-15,-61.96414967204729,"{0: 29, 1: 3, 2: 6, 3: 2, 4: 0}",0
304,False,"{'a': 0.9, 'e': 0.7377486453075803}",25,12,1.3785803884299246,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.9, 'e': 0.7370108966622728}",25,14,-7.590731401599374,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
306,False,"{'a': 0.9, 'e': 0.7362738857656105}",30,-6,-145.38493314160436,"{0: 25, 1: 2, 2: 5, 3: 2, 4: 2}",0
307,False,"{'a': 0.9, 'e': 0.7355376118798449}",35,5,-46.24437788441374,"{0: 25, 1: 2, 2: 1, 3: 1, 4: 1}",1
308,False,"{'a': 0.9, 'e': 0.7348020742679651}",20,-5,-87.84154540997552,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
309,False,"{'a': 0.9, 'e': 0.734067272193697}",25,-4,-76.38760983324063,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 1}",0
310,False,"{'a': 0.9, 'e': 0.7333332049215034}",30,-60,-278.7756061902777,"{0: 64, 1: 8, 2: 12, 3: 1, 4: 5}",0
311,False,"{'a': 0.9, 'e': 0.7325998717165819}",25,-93,-196.06584092053527,"{0: 90, 1: 6, 2: 18, 3: 1, 4: 3}",0
312,False,"{'a': 0.9, 'e': 0.7318672718448653}",20,-32,-270.8924102554312,"{0: 36, 1: 3, 2: 7, 3: 0, 4: 6}",0
313,False,"{'a': 0.9, 'e': 0.7311354045730205}",30,-4,-86.11531023939179,"{0: 27, 1: 0, 2: 4, 3: 2, 4: 1}",0
314,False,"{'a': 0.9, 'e': 0.7304042691684475}",20,-6,-60.48243648098088,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 1}",0
315,False,"{'a': 0.9, 'e': 0.729673864899279}",20,-39,-196.58352258971206,"{0: 41, 1: 4, 2: 10, 3: 1, 4: 3}",0
316,False,"{'a': 0.9, 'e': 0.7289441910343797}",20,8,-1.8043982953471494,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
317,False,"{'a': 0.9, 'e': 0.7282152468433454}",20,-6,-35.8944782059573,"{0: 20, 1: 0, 2: 5, 3: 1, 4: 0}",0
318,False,"{'a': 0.9, 'e': 0.727487031596502}",20,-60,-231.07521596359638,"{0: 57, 1: 6, 2: 11, 3: 3, 4: 3}",0
319,False,"{'a': 0.9, 'e': 0.7267595445649054}",25,-3,-5.287479153880745,"{0: 21, 1: 6, 2: 1, 3: 0, 4: 0}",0
320,False,"{'a': 0.9, 'e': 0.7260327850203405}",20,1,3.935438770369804,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.9, 'e': 0.7253067522353203}",30,-60,-113.42533544911018,"{0: 70, 1: 7, 2: 10, 3: 1, 4: 2}",0
322,False,"{'a': 0.9, 'e': 0.7245814454830849}",35,-100,-309.02363727406714,"{0: 100, 1: 12, 2: 12, 3: 7, 4: 4}",0
323,False,"{'a': 0.9, 'e': 0.7238568640376019}",25,15,20.548837556425212,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.9, 'e': 0.7231330071735642}",20,-7,-84.76437583358741,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 2}",0
325,False,"{'a': 0.9, 'e': 0.7224098741663907}",25,-15,-120.62736435891632,"{0: 32, 1: 0, 2: 5, 3: 0, 4: 3}",0
326,False,"{'a': 0.9, 'e': 0.7216874642922243}",20,3,-117.62629057477245,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 2}",1
327,False,"{'a': 0.9, 'e': 0.7209657768279321}",20,-100,-483.69767261820675,"{0: 81, 1: 6, 2: 21, 3: 6, 4: 6}",0
328,False,"{'a': 0.9, 'e': 0.7202448110511042}",20,15,0.8828353164662788,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.9, 'e': 0.719524566240053}",30,5,-46.83006198276974,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",1
330,False,"{'a': 0.9, 'e': 0.718805041673813}",30,15,-40.43828747127094,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
331,False,"{'a': 0.9, 'e': 0.7180862366321391}",20,-46,-132.82660225440122,"{0: 48, 1: 5, 2: 10, 3: 2, 4: 1}",0
332,False,"{'a': 0.9, 'e': 0.7173681503955069}",25,7,-11.152817276380468,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
333,False,"{'a': 0.9, 'e': 0.7166507822451115}",30,-30,-241.51317332433987,"{0: 46, 1: 0, 2: 7, 3: 2, 4: 5}",0
334,False,"{'a': 0.9, 'e': 0.7159341314628663}",30,7,-30.85282862808252,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
335,False,"{'a': 0.9, 'e': 0.7152181973314035}",20,-52,-276.9031621485302,"{0: 44, 1: 6, 2: 15, 3: 6, 4: 1}",0
336,False,"{'a': 0.9, 'e': 0.7145029791340721}",20,-14,-164.63115089975108,"{0: 22, 1: 4, 2: 4, 3: 1, 4: 3}",0
337,False,"{'a': 0.9, 'e': 0.713788476154938}",20,-19,-65.74267106299345,"{0: 29, 1: 4, 2: 5, 3: 0, 4: 1}",0
338,False,"{'a': 0.9, 'e': 0.7130746876787831}",20,-43,-187.34348775311383,"{0: 43, 1: 3, 2: 13, 3: 2, 4: 2}",0
339,False,"{'a': 0.9, 'e': 0.7123616129911043}",20,-36,-153.0995820294644,"{0: 41, 1: 3, 2: 7, 3: 3, 4: 2}",0
340,False,"{'a': 0.9, 'e': 0.7116492513781132}",25,8,-42.11301601839085,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 0}",1
341,False,"{'a': 0.9, 'e': 0.7109376021267351}",25,-65,-243.05895920673962,"{0: 68, 1: 5, 2: 9, 3: 4, 4: 4}",0
342,False,"{'a': 0.9, 'e': 0.7102266645246084}",25,11,-26.926007537199766,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
343,False,"{'a': 0.9, 'e': 0.7095164378600838}",20,4,-45.433647061162326,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
344,False,"{'a': 0.9, 'e': 0.7088069214222237}",20,-62,-152.51153236560774,"{0: 63, 1: 5, 2: 9, 3: 3, 4: 2}",0
345,False,"{'a': 0.9, 'e': 0.7080981145008014}",20,-31,-234.8396436611931,"{0: 33, 1: 3, 2: 11, 3: 0, 4: 4}",0
346,False,"{'a': 0.9, 'e': 0.7073900163863006}",20,4,-67.58823984748635,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 1}",1
347,False,"{'a': 0.9, 'e': 0.7066826263699143}",25,-47,-170.93958169682446,"{0: 55, 1: 6, 2: 5, 3: 3, 4: 3}",0
348,False,"{'a': 0.9, 'e': 0.7059759437435444}",20,10,-25.792223151995444,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
349,False,"{'a': 0.9, 'e': 0.7052699677998009}",25,-41,-235.0504215036693,"{0: 45, 1: 5, 2: 12, 3: 0, 4: 4}",0
350,False,"{'a': 0.9, 'e': 0.704564697832001}",20,1,-103.40351469648414,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 1}",1
351,False,"{'a': 0.9, 'e': 0.7038601331341691}",25,4,-98.56674945930722,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 1}",1
352,False,"{'a': 0.9, 'e': 0.7031562730010349}",20,-22,-38.773652689742526,"{0: 35, 1: 1, 2: 5, 3: 0, 4: 1}",0
353,False,"{'a': 0.9, 'e': 0.7024531167280339}",20,5,-97.60950063633072,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 2}",1
354,False,"{'a': 0.9, 'e': 0.7017506636113058}",25,12,10.150294401352923,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.9, 'e': 0.7010489129476946}",20,-10,-113.67675425298063,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
356,False,"{'a': 0.9, 'e': 0.7003478640347468}",25,-5,-59.951909553021274,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
357,False,"{'a': 0.9, 'e': 0.6996475161707121}",20,13,-50.859600331949636,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 1}",1
358,False,"{'a': 0.9, 'e': 0.6989478686545414}",25,4,-47.581495838187365,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 0}",1
359,False,"{'a': 0.9, 'e': 0.6982489207858869}",20,-13,-90.19481225865206,"{0: 23, 1: 1, 2: 7, 3: 1, 4: 1}",0
360,False,"{'a': 0.9, 'e': 0.6975506718651009}",30,-16,-152.30757738831628,"{0: 32, 1: 1, 2: 10, 3: 1, 4: 2}",0
361,False,"{'a': 0.9, 'e': 0.6968531211932358}",20,5,-33.21651283970125,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
