trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
551,False,"{'a': 0.9, 'e': 0.5762142741069641}",25,-13,-73.38045697115065,"{0: 30, 1: 2, 2: 4, 3: 0, 4: 2}",0
552,False,"{'a': 0.9, 'e': 0.5756380598328571}",25,7,3.804605137309804,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
553,False,"{'a': 0.9, 'e': 0.5750624217730242}",30,-7,-177.04570378327406,"{0: 26, 1: 2, 2: 5, 3: 0, 4: 4}",0
554,False,"{'a': 0.9, 'e': 0.5744873593512513}",30,-44,-128.8988052023738,"{0: 58, 1: 2, 2: 11, 3: 1, 4: 2}",0
555,False,"{'a': 0.9, 'e': 0.5739128719919}",20,-3,12.514478159069297,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",0
556,False,"{'a': 0.9, 'e': 0.5733389591199081}",35,-19,-26.12773014386173,"{0: 46, 1: 1, 2: 6, 3: 0, 4: 1}",0
557,False,"{'a': 0.9, 'e': 0.5727656201607881}",20,1,-16.809373165341054,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
558,False,"{'a': 0.9, 'e': 0.5721928545406274}",30,-17,-83.38932852576727,"{0: 36, 1: 2, 2: 7, 3: 1, 4: 1}",0
559,False,"{'a': 0.9, 'e': 0.5716206616860868}",25,-5,-58.3551539384105,"{0: 24, 1: 0, 2: 3, 3: 3, 4: 0}",0
560,False,"{'a': 0.9, 'e': 0.5710490410244007}",20,-7,29.792460126985052,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",0
561,False,"{'a': 0.9, 'e': 0.5704779919833762}",20,-5,-33.8850203926193,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
562,False,"{'a': 0.9, 'e': 0.5699075139913929}",30,-67,-149.49893475848188,"{0: 77, 1: 6, 2: 8, 3: 3, 4: 3}",0
563,False,"{'a': 0.9, 'e': 0.5693376064774015}",20,-6,-44.090684443430725,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 1}",0
564,False,"{'a': 0.9, 'e': 0.5687682688709241}",30,-5,-69.2427535633734,"{0: 26, 1: 2, 2: 4, 3: 3, 4: 0}",0
565,False,"{'a': 0.9, 'e': 0.5681995006020532}",25,-1,-21.527163042793816,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 1}",1
566,False,"{'a': 0.9, 'e': 0.5676313011014511}",20,8,-41.639991228274084,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
567,False,"{'a': 0.9, 'e': 0.5670636698003497}",20,-32,-254.49785253468374,"{0: 34, 1: 5, 2: 7, 3: 1, 4: 5}",0
568,False,"{'a': 0.9, 'e': 0.5664966061305493}",30,-55,-182.83160932271863,"{0: 64, 1: 7, 2: 9, 3: 2, 4: 3}",0
569,False,"{'a': 0.9, 'e': 0.5659301095244188}",20,1,-61.80083688681766,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
570,False,"{'a': 0.9, 'e': 0.5653641794148944}",20,-24,-16.46395762594876,"{0: 38, 1: 3, 2: 2, 3: 0, 4: 1}",0
571,False,"{'a': 0.9, 'e': 0.5647988152354795}",20,5,6.077758856451194,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
572,False,"{'a': 0.9, 'e': 0.564234016420244}",20,-16,-42.95397492874148,"{0: 32, 1: 0, 2: 2, 3: 0, 4: 2}",0
573,False,"{'a': 0.9, 'e': 0.5636697824038237}",25,3,-58.91097730499159,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 1}",1
574,False,"{'a': 0.9, 'e': 0.56310611262142}",20,-4,-64.79098537706702,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 2}",0
575,False,"{'a': 0.9, 'e': 0.5625430065087985}",35,10,-19.129286920453854,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
576,False,"{'a': 0.9, 'e': 0.5619804635022897}",25,-26,-41.22167161250659,"{0: 42, 1: 4, 2: 3, 3: 1, 4: 1}",0
577,False,"{'a': 0.9, 'e': 0.5614184830387874}",30,10,-57.15380551873884,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
578,False,"{'a': 0.9, 'e': 0.5608570645557486}",30,7,-85.59195859764274,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 1}",1
579,False,"{'a': 0.9, 'e': 0.5602962074911929}",30,-28,-155.89757229160114,"{0: 43, 1: 3, 2: 7, 3: 3, 4: 2}",0
580,False,"{'a': 0.9, 'e': 0.5597359112837017}",20,-20,-50.6950385529553,"{0: 36, 1: 0, 2: 1, 3: 1, 4: 2}",0
581,False,"{'a': 0.9, 'e': 0.5591761753724179}",20,-32,-136.9775879786073,"{0: 39, 1: 6, 2: 3, 3: 1, 4: 3}",0
582,False,"{'a': 0.9, 'e': 0.5586169991970455}",20,0,-53.92105412692152,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
583,False,"{'a': 0.9, 'e': 0.5580583821978485}",25,18,-41.90932957998974,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
584,False,"{'a': 0.9, 'e': 0.5575003238156506}",20,15,-36.64381980269897,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
585,False,"{'a': 0.9, 'e': 0.556942823491835}",35,14,-35.957006881468416,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 1}",1
586,False,"{'a': 0.9, 'e': 0.5563858806683432}",20,7,12.547977051687816,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
587,False,"{'a': 0.9, 'e': 0.5558294947876748}",20,-39,-76.23474913488641,"{0: 48, 1: 1, 2: 7, 3: 2, 4: 1}",0
588,False,"{'a': 0.9, 'e': 0.5552736652928871}",20,7,-17.593792392311457,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
589,False,"{'a': 0.9, 'e': 0.5547183916275943}",25,5,1.9837738599335453,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
590,False,"{'a': 0.9, 'e': 0.5541636732359667}",30,-2,-74.27976864296318,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 2}",0
591,False,"{'a': 0.9, 'e': 0.5536095095627307}",20,-68,-92.04581769393984,"{0: 72, 1: 3, 2: 9, 3: 3, 4: 1}",0
592,False,"{'a': 0.9, 'e': 0.553055900053168}",25,-24,-173.00069321668872,"{0: 37, 1: 2, 2: 5, 3: 1, 4: 4}",0
593,False,"{'a': 0.9, 'e': 0.5525028441531148}",30,8,-32.347483636532225,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 1}",1
594,False,"{'a': 0.9, 'e': 0.5519503413089617}",20,-2,-58.91954430016959,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 1}",0
595,False,"{'a': 0.9, 'e': 0.5513983909676528}",25,0,-50.89535346782964,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",1
596,False,"{'a': 0.9, 'e': 0.5508469925766851}",30,-12,-142.97596111475508,"{0: 30, 1: 0, 2: 9, 3: 1, 4: 2}",0
597,False,"{'a': 0.9, 'e': 0.5502961455841084}",35,27,16.611003154284546,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.9, 'e': 0.5497458494385243}",25,5,-13.258493312087937,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
599,False,"{'a': 0.9, 'e': 0.5491961035890858}",20,2,-89.50585479591888,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 1}",1
600,False,"{'a': 0.9, 'e': 0.5486469074854967}",20,-1,-100.41375461573485,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 2}",1
601,False,"{'a': 0.9, 'e': 0.5480982605780111}",20,-17,-5.9990150884441675,"{0: 31, 1: 1, 2: 5, 3: 0, 4: 0}",0
602,False,"{'a': 0.9, 'e': 0.5475501623174331}",20,-16,-36.264630717664446,"{0: 27, 1: 2, 2: 7, 3: 0, 4: 0}",0
603,False,"{'a': 0.9, 'e': 0.5470026121551157}",35,24,-56.24812146506737,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
604,False,"{'a': 0.9, 'e': 0.5464556095429606}",20,-17,-56.80194107443023,"{0: 30, 1: 4, 2: 1, 3: 0, 4: 2}",0
605,False,"{'a': 0.9, 'e': 0.5459091539334177}",20,-41,-88.33363673405132,"{0: 50, 1: 2, 2: 6, 3: 1, 4: 2}",0
606,False,"{'a': 0.9, 'e': 0.5453632447794843}",20,-2,-43.50781294695906,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",0
607,False,"{'a': 0.9, 'e': 0.5448178815347048}",30,3,-46.816384007284164,"{0: 20, 1: 1, 2: 4, 3: 2, 4: 0}",1
608,False,"{'a': 0.9, 'e': 0.5442730636531701}",25,-11,-100.0624697241324,"{0: 28, 1: 1, 2: 4, 3: 1, 4: 2}",0
609,False,"{'a': 0.9, 'e': 0.5437287905895168}",25,-5,-18.175074683471603,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
610,False,"{'a': 0.9, 'e': 0.5431850617989273}",25,9,-13.136707250566381,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
611,False,"{'a': 0.9, 'e': 0.5426418767371284}",35,0,-1.870439888921655,"{0: 31, 1: 2, 2: 1, 3: 0, 4: 1}",1
612,False,"{'a': 0.9, 'e': 0.5420992348603914}",20,-24,8.617713973605088,"{0: 37, 1: 3, 2: 4, 3: 0, 4: 0}",0
613,False,"{'a': 0.9, 'e': 0.5415571356255309}",25,-35,-39.42110727943379,"{0: 51, 1: 2, 2: 5, 3: 1, 4: 1}",0
614,False,"{'a': 0.9, 'e': 0.5410155784899053}",20,6,-18.277632055840357,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
615,False,"{'a': 0.9, 'e': 0.5404745629114155}",20,0,-44.64186843976184,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
616,False,"{'a': 0.9, 'e': 0.5399340883485041}",20,-6,-26.310641790193117,"{0: 20, 1: 2, 2: 3, 3: 1, 4: 0}",0
617,False,"{'a': 0.9, 'e': 0.5393941542601556}",20,1,-4.027368709669145,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
618,False,"{'a': 0.9, 'e': 0.5388547601058954}",30,10,-0.5558911316386019,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
619,False,"{'a': 0.9, 'e': 0.5383159053457895}",35,1,-23.34567826754857,"{0: 27, 1: 2, 2: 4, 3: 1, 4: 0}",1
620,False,"{'a': 0.9, 'e': 0.5377775894404437}",20,-30,-110.71052412990021,"{0: 37, 1: 4, 2: 6, 3: 1, 4: 2}",0
621,False,"{'a': 0.9, 'e': 0.5372398118510032}",25,14,6.8669786584244115,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
622,False,"{'a': 0.9, 'e': 0.5367025720391523}",30,7,-66.92507230766554,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 1}",1
623,False,"{'a': 0.9, 'e': 0.5361658694671131}",20,-20,-42.02457242742175,"{0: 31, 1: 1, 2: 7, 3: 1, 4: 0}",0
624,False,"{'a': 0.9, 'e': 0.535629703597646}",20,-28,-152.8841833031416,"{0: 37, 1: 1, 2: 5, 3: 2, 4: 3}",0
625,False,"{'a': 0.9, 'e': 0.5350940738940484}",20,-15,16.89311367713256,"{0: 30, 1: 3, 2: 2, 3: 0, 4: 0}",0
626,False,"{'a': 0.9, 'e': 0.5345589798201543}",20,-19,-113.16677297594069,"{0: 31, 1: 2, 2: 2, 3: 1, 4: 3}",0
627,False,"{'a': 0.9, 'e': 0.5340244208403342}",20,-24,-84.45176298487587,"{0: 34, 1: 4, 2: 4, 3: 0, 4: 2}",0
628,False,"{'a': 0.9, 'e': 0.5334903964194938}",25,-10,-51.19741941057601,"{0: 29, 1: 1, 2: 2, 3: 2, 4: 1}",0
629,False,"{'a': 0.9, 'e': 0.5329569060230743}",25,7,-106.38228722048467,"{0: 13, 1: 0, 2: 1, 3: 2, 4: 2}",1
630,False,"{'a': 0.9, 'e': 0.5324239491170513}",20,-14,-10.321599819219688,"{0: 28, 1: 1, 2: 5, 3: 0, 4: 0}",0
631,False,"{'a': 0.9, 'e': 0.5318915251679341}",20,-15,-78.72151328977537,"{0: 25, 1: 4, 2: 4, 3: 1, 4: 1}",0
632,False,"{'a': 0.9, 'e': 0.5313596336427663}",20,-3,-73.59456101976483,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 2}",0
633,False,"{'a': 0.9, 'e': 0.5308282740091235}",20,-10,-91.35014822186108,"{0: 23, 1: 0, 2: 5, 3: 0, 4: 2}",0
634,False,"{'a': 0.9, 'e': 0.5302974457351144}",20,-23,-101.77601526047886,"{0: 35, 1: 0, 2: 4, 3: 2, 4: 2}",0
635,False,"{'a': 0.9, 'e': 0.5297671482893792}",30,17,2.1252840118236573,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
636,False,"{'a': 0.9, 'e': 0.5292373811410899}",25,-71,-286.48709780057624,"{0: 72, 1: 6, 2: 11, 3: 1, 4: 6}",0
637,False,"{'a': 0.9, 'e': 0.5287081437599488}",25,-52,-356.9283859213721,"{0: 56, 1: 1, 2: 10, 3: 3, 4: 7}",0
638,False,"{'a': 0.9, 'e': 0.5281794356161889}",30,-74,-251.94318766895657,"{0: 80, 1: 5, 2: 13, 3: 1, 4: 5}",0
639,False,"{'a': 0.9, 'e': 0.5276512561805726}",20,-23,-110.21320321258229,"{0: 33, 1: 2, 2: 4, 3: 2, 4: 2}",0
640,False,"{'a': 0.9, 'e': 0.527123604924392}",30,14,-27.173877033138826,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
641,False,"{'a': 0.9, 'e': 0.5265964813194677}",20,9,15.116420981771675,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.9, 'e': 0.5260698848381482}",20,9,-6.072619717441087,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.9, 'e': 0.52554381495331}",20,-6,-61.0535785881623,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 0}",0
644,False,"{'a': 0.9, 'e': 0.5250182711383568}",25,-22,-79.11405774425909,"{0: 37, 1: 3, 2: 4, 3: 2, 4: 1}",0
645,False,"{'a': 0.9, 'e': 0.5244932528672184}",30,8,-21.492482307044593,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 0}",1
646,False,"{'a': 0.9, 'e': 0.5239687596143512}",35,21,-12.727579173009769,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
647,False,"{'a': 0.9, 'e': 0.5234447908547368}",20,-3,-19.186011002692666,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",0
648,False,"{'a': 0.9, 'e': 0.5229213460638821}",20,-9,-41.23641285601541,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 1}",0
649,False,"{'a': 0.9, 'e': 0.5223984247178182}",20,-13,-131.7563505349278,"{0: 23, 1: 1, 2: 5, 3: 2, 4: 2}",0
650,False,"{'a': 0.9, 'e': 0.5218760262931004}",20,-2,-60.7801148312583,"{0: 16, 1: 3, 2: 1, 3: 1, 4: 1}",0
651,False,"{'a': 0.9, 'e': 0.5213541502668073}",30,17,-3.8345954360370174,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
652,False,"{'a': 0.9, 'e': 0.5208327961165404}",25,20,10.010488015094765,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.9, 'e': 0.520311963320424}",20,-6,-65.71819458150037,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 1}",0
654,False,"{'a': 0.9, 'e': 0.5197916513571035}",30,-5,11.510206408022256,"{0: 31, 1: 0, 2: 4, 3: 0, 4: 0}",0
655,False,"{'a': 0.9, 'e': 0.5192718597057464}",35,12,-23.191601974565547,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
656,False,"{'a': 0.9, 'e': 0.5187525878460406}",20,-2,-123.53641725960165,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 3}",0
657,False,"{'a': 0.9, 'e': 0.5182338352581947}",25,-7,-104.45063021756759,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 2}",0
658,False,"{'a': 0.9, 'e': 0.5177156014229364}",30,-3,-99.528857205963,"{0: 26, 1: 1, 2: 3, 3: 1, 4: 2}",0
659,False,"{'a': 0.9, 'e': 0.5171978858215135}",25,14,-0.4136901260521961,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
660,False,"{'a': 0.9, 'e': 0.516680687935692}",25,-95,-399.070836637549,"{0: 89, 1: 8, 2: 11, 3: 4, 4: 8}",0
661,False,"{'a': 0.9, 'e': 0.5161640072477562}",25,14,6.445229640495894,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.9, 'e': 0.5156478432405085}",30,8,-41.70916928531232,"{0: 17, 1: 0, 2: 3, 3: 2, 4: 0}",1
663,False,"{'a': 0.9, 'e': 0.5151321953972681}",25,-14,-94.39310786186569,"{0: 31, 1: 2, 2: 2, 3: 2, 4: 2}",0
664,False,"{'a': 0.9, 'e': 0.5146170632018707}",30,14,7.671854630988565,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
665,False,"{'a': 0.9, 'e': 0.5141024461386688}",30,-24,-109.59732133841112,"{0: 39, 1: 4, 2: 8, 3: 2, 4: 1}",0
666,False,"{'a': 0.9, 'e': 0.5135883436925303}",20,2,-135.33488112349326,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 3}",1
667,False,"{'a': 0.9, 'e': 0.5130747553488376}",30,17,-33.22642643468955,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
668,False,"{'a': 0.9, 'e': 0.5125616805934888}",30,4,14.958331320350764,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 0}",1
669,False,"{'a': 0.9, 'e': 0.5120491189128954}",25,14,-8.019478508200965,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
670,False,"{'a': 0.9, 'e': 0.5115370697939825}",20,8,-57.46046858931836,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
671,False,"{'a': 0.9, 'e': 0.5110255327241885}",20,-24,-95.40276561542126,"{0: 33, 1: 2, 2: 6, 3: 2, 4: 1}",0
672,False,"{'a': 0.9, 'e': 0.5105145071914643}",30,16,-23.389870445795477,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 0}",1
673,False,"{'a': 0.9, 'e': 0.5100039926842728}",20,11,13.29600797914919,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.9, 'e': 0.5094939886915886}",25,-89,-236.438364739108,"{0: 91, 1: 3, 2: 12, 3: 3, 4: 5}",0
675,False,"{'a': 0.9, 'e': 0.508984494702897}",20,-9,-100.91275238791447,"{0: 20, 1: 0, 2: 6, 3: 2, 4: 1}",0
676,False,"{'a': 0.9, 'e': 0.508475510208194}",20,-22,-41.91260166478092,"{0: 35, 1: 3, 2: 1, 3: 2, 4: 1}",0
677,False,"{'a': 0.9, 'e': 0.5079670346979859}",20,6,-59.63564732834457,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
678,False,"{'a': 0.9, 'e': 0.5074590676632879}",25,-41,-170.49188727282566,"{0: 46, 1: 4, 2: 13, 3: 1, 4: 2}",0
679,False,"{'a': 0.9, 'e': 0.5069516085956246}",25,-8,0.6967973613603275,"{0: 30, 1: 1, 2: 1, 3: 0, 4: 1}",0
680,False,"{'a': 0.9, 'e': 0.506444656987029}",25,13,-85.58444398723674,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 2}",1
681,False,"{'a': 0.9, 'e': 0.5059382123300419}",25,17,2.970802346694431,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.9, 'e': 0.5054322741177119}",20,0,-44.5853118781273,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
683,False,"{'a': 0.9, 'e': 0.5049268418435942}",25,-13,-100.1216238015339,"{0: 32, 1: 0, 2: 1, 3: 3, 4: 2}",0
684,False,"{'a': 0.9, 'e': 0.5044219150017506}",35,21,-8.206674713303649,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
685,False,"{'a': 0.9, 'e': 0.5039174930867488}",25,-24,-102.73999002889367,"{0: 35, 1: 2, 2: 11, 3: 0, 4: 1}",0
686,False,"{'a': 0.9, 'e': 0.5034135755936621}",20,13,-0.31534746052745444,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
687,False,"{'a': 0.9, 'e': 0.5029101620180684}",25,6,-62.772106071269484,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 0}",1
688,False,"{'a': 0.9, 'e': 0.5024072518560504}",20,-2,-76.34643999111908,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 2}",0
689,False,"{'a': 0.9, 'e': 0.5019048446041943}",25,5,-11.709328578338623,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
690,False,"{'a': 0.9, 'e': 0.50140293975959}",20,-7,43.461328717569046,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",0
691,False,"{'a': 0.9, 'e': 0.5009015368198305}",30,4,-30.18709987833148,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 1}",1
692,False,"{'a': 0.9, 'e': 0.5004006352830107}",30,20,5.139462880731431,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
693,False,"{'a': 0.9, 'e': 0.49990023464772765}",20,-2,-62.4242102926235,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 2}",0
694,False,"{'a': 0.9, 'e': 0.49940033441307996}",25,-8,-21.540677812413623,"{0: 27, 1: 0, 2: 5, 3: 1, 4: 0}",0
695,False,"{'a': 0.9, 'e': 0.49890093407866687}",30,-25,-198.21994252383922,"{0: 39, 1: 4, 2: 6, 3: 3, 4: 3}",0
696,False,"{'a': 0.9, 'e': 0.4984020331445882}",20,-5,7.762187179351141,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
697,False,"{'a': 0.9, 'e': 0.4979036311114436}",20,8,3.8640947024351098,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
698,False,"{'a': 0.9, 'e': 0.4974057274803322}",30,-17,-21.690473391063435,"{0: 42, 1: 0, 2: 3, 3: 1, 4: 1}",0
699,False,"{'a': 0.9, 'e': 0.4969083217528518}",25,-11,-9.889832516080993,"{0: 31, 1: 0, 2: 4, 3: 1, 4: 0}",0
700,False,"{'a': 0.9, 'e': 0.49641141343109896}",20,1,-9.479405046516092,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 0}",1
701,False,"{'a': 0.9, 'e': 0.49591500201766786}",20,7,-8.733624729735482,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
702,False,"{'a': 0.9, 'e': 0.4954190870156502}",25,-42,-44.91105904704955,"{0: 54, 1: 1, 2: 11, 3: 1, 4: 0}",0
703,False,"{'a': 0.9, 'e': 0.49492366792863457}",20,-15,-86.87829359634867,"{0: 23, 1: 5, 2: 6, 3: 0, 4: 1}",0
704,False,"{'a': 0.9, 'e': 0.49442874426070593}",25,-4,-139.91933429578924,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 3}",0
705,False,"{'a': 0.9, 'e': 0.49393431551644523}",25,12,-4.703503913945505,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
706,False,"{'a': 0.9, 'e': 0.49344038120092876}",25,-7,0.4107727304900717,"{0: 29, 1: 1, 2: 1, 3: 0, 4: 1}",0
707,False,"{'a': 0.9, 'e': 0.49294694081972784}",20,4,-27.74979069420203,"{0: 11, 1: 3, 2: 1, 3: 1, 4: 0}",1
708,False,"{'a': 0.9, 'e': 0.4924539938789081}",20,-100,-215.62251030827358,"{0: 95, 1: 9, 2: 10, 3: 0, 4: 6}",0
709,False,"{'a': 0.9, 'e': 0.4919615398850292}",25,13,-33.03371066383889,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
710,False,"{'a': 0.9, 'e': 0.49146957834514415}",20,4,5.310658284138167,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
711,False,"{'a': 0.9, 'e': 0.49097810876679904}",20,6,-26.739232331936346,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
712,False,"{'a': 0.9, 'e': 0.49048713065803223}",25,14,15.239763894662984,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.9, 'e': 0.4899966435273742}",30,11,-20.340909159133727,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 0}",1
714,False,"{'a': 0.9, 'e': 0.4895066468838468}",20,12,-41.07470501140422,"{0: 4, 1: 0, 2: 3, 3: 1, 4: 0}",1
715,False,"{'a': 0.9, 'e': 0.48901714023696297}",30,-58,-89.97302618908121,"{0: 70, 1: 8, 2: 8, 3: 0, 4: 2}",0
716,False,"{'a': 0.9, 'e': 0.488528123096726}",20,16,7.791575381164313,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.9, 'e': 0.4880395949736293}",25,-15,-54.08552268551907,"{0: 32, 1: 0, 2: 7, 3: 0, 4: 1}",0
718,False,"{'a': 0.9, 'e': 0.48755155537865563}",20,-23,18.177705543914545,"{0: 36, 1: 4, 2: 3, 3: 0, 4: 0}",0
719,False,"{'a': 0.9, 'e': 0.487064003823277}",25,-5,-32.67861142850096,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
720,False,"{'a': 0.9, 'e': 0.4865769398194537}",30,-41,-105.73925004387806,"{0: 54, 1: 4, 2: 10, 3: 2, 4: 1}",0
721,False,"{'a': 0.9, 'e': 0.48609036287963425}",20,1,-43.26399689692252,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
722,False,"{'a': 0.9, 'e': 0.48560427251675464}",25,3,-46.179164033920635,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
723,False,"{'a': 0.9, 'e': 0.4851186682442379}",25,-2,19.783561070518044,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 0}",0
724,False,"{'a': 0.9, 'e': 0.48463354957599364}",20,10,-47.47466846430556,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
725,False,"{'a': 0.9, 'e': 0.48414891602641763}",25,15,-1.1022267592915638,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
726,False,"{'a': 0.9, 'e': 0.48366476711039125}",25,8,-10.135176158613763,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
727,False,"{'a': 0.9, 'e': 0.4831811023432808}",25,5,-46.1530640415997,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
728,False,"{'a': 0.9, 'e': 0.4826979212409376}",20,15,2.295206263537466,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.9, 'e': 0.48221522331969663}",20,6,-11.125947094258017,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
730,False,"{'a': 0.9, 'e': 0.4817330080963769}",20,-3,-39.2842645649519,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 1}",0
731,False,"{'a': 0.9, 'e': 0.48125127508828053}",20,-28,-167.7896727919112,"{0: 35, 1: 4, 2: 3, 3: 3, 4: 3}",0
732,False,"{'a': 0.9, 'e': 0.4807700238131923}",30,2,-66.97211014640558,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 1}",1
